s11a,s12a,s21a,s22a,s11m,s12m,s21m,s22m,wavelengths
-47.56510324841808,-32.496084813032624,-32.496084813032624,-47.56510324841808,0.07618650948299992,0.20843327506987183,0.20843327506987183,0.07618650948299992,1.6476510067114094
-47.89089260920116,-32.72375532284441,-32.72375532284441,-47.89089260920116,0.07523382692390294,0.2008168830439842,0.2008168830439842,0.07523382692390294,1.6496644295302012
-48.21637200023793,-32.94979337643684,-32.94979337643684,-48.21637200023793,0.07411875891944883,0.19336052502431883,0.19336052502431883,0.07411875891944883,1.6516778523489932
-48.544826163438906,-33.17418308435564,-33.17418308435564,-48.544826163438906,0.07314129540771692,0.18610004769062957,0.18610004769062957,0.07314129540771692,1.653691275167785
-48.879536284272476,-33.396999269968845,-33.396999269968845,-48.879536284272476,0.07257473451107958,0.1790664388458995,0.1790664388458995,0.07257473451107958,1.6557046979865768
-49.22306534126286,-33.61840909295838,-33.61840909295838,-49.22306534126286,0.07264513454452866,0.17227704130365992,0.17227704130365992,0.07264513454452866,1.657718120805369
-49.576506408360174,-33.83863898553769,-33.83863898553769,-49.576506408360174,0.07351977797474606,0.1657302075080495,0.1657302075080495,0.07351977797474606,1.659731543624161
-49.93904118186711,-34.05792537581045,-34.05792537581045,-49.93904118186711,0.07529667674782062,0.15940158403320018,0.15940158403320018,0.07529667674782062,1.6617449664429529
-50.30808095845072,-34.27644028894045,-34.27644028894045,-50.30808095845072,0.07799018063905588,0.153248024138155,0.153248024138155,0.07799018063905588,1.663758389261745
-50.67997570859766,-34.49420341232924,-34.49420341232924,-50.67997570859766,0.08151743210391603,0.14721984307844693,0.14721984307844693,0.08151743210391603,1.665771812080537
-51.05096347358852,-34.7110495155634,-34.7110495155634,-51.05096347358852,0.08569744384305779,0.14126966538999985,0.14126966538999985,0.08569744384305779,1.6677852348993287
-51.41794483252496,-34.92660725888498,-34.92660725888498,-51.41794483252496,0.09027143296346478,0.13536830624276525,0.13536830624276525,0.09027143296346478,1.6697986577181205
-51.77885897500143,-35.140335664146356,-35.140335664146356,-51.77885897500143,0.09494261675282925,0.1295159209451884,0.1295159209451884,0.09494261675282925,1.6718120805369128
-52.13270497228959,-35.351615439159694,-35.351615439159694,-52.13270497228959,0.09942489345280528,0.12374695495065918,0.12374695495065918,0.09942489345280528,1.6738255033557043
-52.47938577191324,-35.55988363034844,-35.55988363034844,-52.47938577191324,0.10348763969550731,0.11812737740021995,0.11812737740021995,0.10348763969550731,1.6758389261744966
-52.81953058196457,-35.764793383324545,-35.764793383324545,-52.81953058196457,0.10698684446321778,0.112743376820764,0.112743376820764,0.10698684446321778,1.6778523489932886
-53.154365718230444,-35.96636382167703,-35.96636382167703,-53.154365718230444,0.10987764146182252,0.10768272315958696,0.10768272315958696,0.10987764146182252,1.6798657718120804
-53.48562910058897,-36.165068938998274,-36.165068938998274,-53.48562910058897,0.11220805912620943,0.10301207639018888,0.10301207639018888,0.11220805912620943,1.6818791946308722
-53.81548179064236,-36.36180977812879,-36.36180977812879,-53.81548179064236,0.11409791551227574,0.09875560487138085,0.09875560487138085,0.11409791551227574,1.6838926174496645
-54.14635962626865,-36.55773725044254,-36.55773725044254,-54.14635962626865,0.11570987018577393,0.09488148372535564,0.09488148372535564,0.11570987018577393,1.6859060402684563
-54.48072588831078,-36.75394682107922,-36.75394682107922,-54.48072588831078,0.11722083147366519,0.09130191582463007,0.09130191582463007,0.11722083147366519,1.6879194630872483
-54.82072709189716,-36.95112546457102,-36.95112546457102,-54.82072709189716,0.1188001705229375,0.08788876333702766,0.08788876333702766,0.1188001705229375,1.6899328859060405
-55.167804288683556,-37.14925575697707,-37.14925575697707,-55.167804288683556,0.12059657573417179,0.08450199556766169,0.08450199556766169,0.12059657573417179,1.691946308724832
