wavelengths,s11a,s12a,s13a,s21a,s22a,s23a,s31a,s32a,s33a,s11m,s12m,s13m,s21m,s22m,s23m,s31m,s32m,s33m
1.5999999999999999,-0.9072414854995314,-0.7251486792357644,-0.7252306998629008,-0.7253287787192584,0.7590904070766091,-2.284625372141905,-0.7254155101292958,-2.284589089946834,0.7612455682293987,0.008480204916007027,0.7667802241853127,0.7668387871335178,0.766024912964576,0.1095215332487483,0.10761334992721054,0.7660719619386271,0.10761884756541287,0.10951317132129973
1.5989319092122831,-0.5942572325433121,-0.44795772921739296,-0.4480296046386618,-0.44813650347662315,1.0939251755440444,-1.9542913570505163,-0.4482081690334281,-1.9542557286261177,1.096634807875677,0.008307149572703551,0.7670316515081611,0.7670849787706301,0.7662912478749805,0.10985941969879695,0.10790445635192657,0.7663346116168223,0.1079102282420412,0.10989623651678573
1.5978652434956637,-0.28487433506976223,-0.1707460437168424,-0.17080982442775175,-0.17092338439813717,1.428298480356515,-1.6240022844106103,-0.17098178801550634,-1.6239686713661883,1.431430868128646,0.00806180986621268,0.7672833006389553,0.7673299047990493,0.7665561361235816,0.11020774673533833,0.10822462293221279,0.7665933172937,0.10823049852126111,0.11029441710720632
1.5968000000000002,0.022847498078294427,0.10648670557104138,0.10642854751041327,0.10631037259783724,1.762338227030141,-1.2937147149400445,0.10626266847175712,-1.2936841239765735,1.7657439261074088,0.007740496826590787,0.7675319290928404,0.7675706909540796,0.7668163563722236,0.11054922309714851,0.10857592313098514,0.7668452236774373,0.10858170371528288,0.11068695504590256
1.5957361758827449,0.3312090761850212,0.38374005850034726,0.38368474308890027,0.38356372491265756,2.09620611320836,-0.9633912466683536,0.3835235329643584,-0.9633641912011994,2.099726659261238,0.007346798937351504,0.7677742075316035,0.7678044548480418,0.7670687790202296,0.11087158521172169,0.1089589513764079,0.7670877049652225,0.10896442753381448,0.1110579441495044
1.5946737683089214,0.6429234975549387,0.6610127099658154,0.6609572935649708,0.6608348668304257,2.430077668742468,-0.6329995984444546,0.6607985506891116,-0.6329760359050212,2.433554338711787,0.006891335328665548,0.7680068364525722,0.7680284017432073,0.7673105485910693,0.11116863967690116,0.10937268903196883,0.7673185186846954,0.10937766060428099,0.11139759336987354
1.593612774451098,0.9611947203696619,0.9383024670879648,0.9382440097656144,0.9381213868168794,2.764121556041829,-0.302511359560079,0.9380850684377711,-0.3024907139890323,2.7674039067837723,0.006391319361892066,0.7682266901643148,0.7682399385597724,0.7675392232425963,0.11144056466670307,0.10981449898318592,0.7675359089892079,0.10981879588583705,0.11170273888999897
1.5925531914893618,1.289750684741242,1.2156062468806517,1.2155419899841222,1.2154204686265393,3.0984801754844495,0.028099347793024105,1.215380254452712,0.028118082223173677,3.1014341124648834,0.00587002980193762,0.7684309980645919,0.76843681843514,0.7677528489621726,0.1116934716008412,0.11028025114094171,0.7677386392350761,0.11028375300179914,0.11197660381441486
1.591495016611296,1.6326777547509035,1.4929201531626988,1.4928476908260118,1.492729088866625,3.433253439734237,0.3588570777819646,1.4926813005614243,0.35887516951190496,3.4357685155093582,0.005356164316337495,0.7686175570616127,0.7686173138178123,0.7679499652163773,0.11193829394638387,0.11076456757742296,0.7679259532759064,0.11076722002851219,0.11222786962796216
1.5904382470119522,1.9937716342964313,1.7702396681969346,1.770157095726988,1.7700441704711534,3.76848735067449,0.6897859743365236,1.7699855655222723,0.689804749966968,3.7704828933286443,0.004882757411046319,0.7687849478465162,0.7687803959680165,0.7681295577645932,0.11218913064838858,0.11126116292582677,0.7680974840659623,0.11126298837518996,0.11246918111525298
1.589382879893829,2.375043736765128,2.0475599738008676,2.047465998207214,2.0473626699870224,4.104168668922442,1.0209102742713834,2.047290637951762,1.020930907811977,4.105598251144388,0.00448481170999986,0.7689327094196334,0.7689258803214253,0.7682909873470761,0.11246122622327856,0.1117632450733806,0.7682531411870371,0.11176434605683822,0.11271525632707974
